,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword
1877,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""","keep each record on a separate line. each record must start on its own line, but a single record can span multiple lines.buy viagra online",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1878,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""","a csv is a comma separated values file, which allows data to be saved in a table structured format.buy careprost online",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1879,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""",great post thanks for sharing nice work interesting read. really csv file helpful for all the guys regardsviagra online,C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1880,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""","a very great helpful content for the good information about csv file. this file is a simple file format use to store tabular information.regards,online kamagra",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1881,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""",this is most reliable post for users.for tabular information its amazing news.regards:designer clothing,C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1882,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""","appels d'offres chantiers batiment , annonces travaux , devis travaux , prix travaux , travaux renovation , depannage , plombier , vitrier , serrurier , chauffagiste , electricien , volet roulant , fuite d'eau , depannage plomberie",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1883,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""","debouchage canalisation , changement de vitre , depannage pompe de relevage , travaux , travaux maison , travaux appartement , travaux peinture , travaux renovation , renovation maison , renovation peinture , entreprise renovation , artisan renovation , annonces immobilieres",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1884,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""","yes, csv file helped me a lot to save particular domain.regards,buy generic viagra online",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1885,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""",this post is really helpful for me.http://www.onlinepillsshop.net,C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1886,313.0,c program,how to write a program,"pls refer to the c/cpp series on http://spoken-tutorial.org/tutorial-search/?search_foss=c+and+cpp&search_language=english to know how to write a c program.you can also choose other languages like hindi, marathi, gujarati, assamese, bengali, tamil, etc.... to learn c/cpp from the same website.rgds,nancy varkey",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1887,313.0,c program,how to write a program,"to write a program, follow the steps:1. open the terminal on your system if using ubuntu by pressing ctrl+alt+t.2. get the editor using the vim command.3. start the program using a single line comment(//). double slash(//) is used as a single line comment. comments are those statements which are not executed while running the program.4. start the program using the header files and the necessary requirements.5. start the main program. every program requires a main function since execution of every function starts from the main function.6. after performing the necessary actions, return the program to close the main function.",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1888,341.0,library project,20*40,we are unable to understand your question vishu sharma.  can you pls clarify?nancy varkeyspoken tutorial project,C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1889,342.0,library projets, library projects what type will be create ,we are unable to understand your question vishu sharma.  can you pls clarify?nancy varkeyspoken tutorial project,C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1890,357.0,how to downoload the videos,"respected sir,                           i am from gpt trichy. how to download the videos. it will be used to show the video offline. thanking u.regards,vijay...","respected sir, i am from ips academy. how to download the videos. it will be used to show the video offlinethanking u. regards, abdul...",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1891,357.0,how to downoload the videos,"respected sir,                           i am from gpt trichy. how to download the videos. it will be used to show the video offline. thanking u.regards,vijay...","hi vijay and abdul,please follow below steps to download the zip file:1. open the link: https://spoken-tutorial.org/cdcontent/2. select foss category: for example c and cpp3. select level: for example basic4. select language: for example english5. click on ""add selected foss"" button (it will show the details like foss, language and size. make sure size should be less than 1gb)6. click on ""create zip file"" button7. now click on ""click here"" link to download the cd content zip file.8. it will download the zip file. now extract the file and open index.html it will launch the content.",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
