,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword
5105,1394.0,plotting,i want to know how does cos(t) and sin(t) differ?,looks like some one in another forum had the same question. since this question pertains to pure sciences rather than python i'll leave the link here:https://www.physicsforums.com/threads/difference-between-cos-and-sin.73167/,Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5106,1395.0,error,"plot(sin(x)*sin(x))/xshowing error as "" name x is not defined""",please ensure that you have declared the value of x before you run the plot command. also make sure that you close the round brackets for the plot command correctly,Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5107,1395.0,error,"plot(sin(x)*sin(x))/xshowing error as "" name x is not defined""","i just replace x with t, what we already used.",Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5108,1400.0,query on linspace,"for linspace(0,1,200) we get 200 evenly spaced samples.my doubt is how to you determine the points,especially why is it restricted to 8 decimal places",8 decimal places are the default which numpy provides. if you want to reduce it you can use array.round(decimals=2) function.,Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5109,1401.0,query on matplotlib functions,"respected sir,in this video, you have shown to plot the functions of sin and cos. apart from these two, what are the other functions we can plot?",you can plot any mathematical function that can be represented by a math equation.,Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5110,1403.0,value of x,"what should be the value of x in the given problem i have given the value as x=linspace(-1,1,100) but it is giving the plot with errors",it is showing 100 values between -1 to 1.what is your error?please post that,Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5111,1406.0,plot,"what is the difference between plot() command in python, plot() command in r programming, i think both are working same manner?it looks all commands in python are same as in r-programming sir? then which language i have to prefer, either r-programming or python for mathematics computations ,data analysis etc .?","difference between r and python\t\t\n\n\nparameter\nr\npython\n  objective\ndata analysis and statistics\ndeployment and production\nprimary users\nscholar and r&d\nprogrammers and developers\nflexibility\neasy to use available library\neasy to construct new models from scratch. i.e., matrix computation and optimization\nlearning curve\ndifficult at the beginning\nlinear and smooth \npopularity of programming language. percentage change\n4.23% in 2018\n21.69% in 2018\naverage salary \n$99.000\n$100.000 \nintegration\nrun locally\nwell-integrated with app\ntask\neasy to get primary results\ngood to deploy algorithm\ndatabase size\nhandle huge size\nhandle huge size\nide\nrstudio\nspyder, ipthon notebook\nimportant packages and library\ntydiverse, ggplot2, caret, zoo\npandas, scipy, scikit-learn, tensorflow, caret\ndisadvantages\nslow\nhigh learning curve\ndependencies between library\n\n\n\nnot as many libraries as r\nadvantages\ngraphs are made to talk. r makes it beautifullarge catalog for data analysisgithub interfacermarkdownshiny\njupyter notebook: notebooks help to share data with colleaguesmathematical computationdeploymentcode readabilityspeedfunction in python",Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5112,1406.0,plot,"what is the difference between plot() command in python, plot() command in r programming, i think both are working same manner?it looks all commands in python are same as in r-programming sir? then which language i have to prefer, either r-programming or python for mathematics computations ,data analysis etc .?",i cannot comment on the internal working of both commands. though the output of both the commands will be identical. it would be hasty to say that all commands in python are the same though since r is a data analytics and visualization specific language a lot fo the commands in this specialization will be similar.since i am a python programmer you know what my answer will be to choosing r or python. although you will have to understand what you wish to achieve and what the 2 languages are good to make a choice between the two,Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5113,1408.0,pylab,how to install pylab,goto the https://www.techwalla.com/articles/how-to-install-pylab-on-pythonand follow the instructions.,Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5114,1410.0,exercise 1,how to write this command in interpreter,please specify your query in details and include the command here,Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
