,Unnamed: 0,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword,cos
3433,3433,1930.0,functions in c & cpp,"#include<iostream>using namespace std;double add(double a, double b){    double c = a + b;}int main(){    double sum;    sum = add(50.4,4.5);    cout<<""sum is : ""<<sum<<""\\n"";    return 0;    }output issum is : nanmay i know why the ans is nan for double data type?  same has already worked for int. is there any problem with double or float data type.","please modify the function as belowdouble add(double a, double b){ double c = a + b;return c;}the return type of your function is double so you are expected to return the value",C-and-Cpp,Functions,"Python-Old-Version, Functions , function call, video tutorial.",0.0
3475,3475,2903.0,return type,"while doing function ising parameters, pls tell what is the signifine of giving int as return type for main()? can't we use void main()?","#include<iostream>using namespace std;int mun(int num){int square=num*num;}int main(){int square;square=mun(16);cout<<""square is %d\n""<<square;return 0;}",C-and-Cpp,Functions,"Python-Old-Version, Functions , function call, video tutorial.",0.0
3483,3483,2903.0,return type,"while doing function ising parameters, pls tell what is the signifine of giving int as return type for main()? can't we use void main()?","//assignment 4// c program of square of number #include<stdio.h>void main() {int n, square ;printf(""enter the value of n \n"");scanf(""%d"", &n);square=n*n;printf(""square=%d"", square);getch();} output is as follows n=6square=36",C-and-Cpp,Functions,"Python-Old-Version, Functions , function call, video tutorial.",0.0
3479,3479,2903.0,return type,"while doing function ising parameters, pls tell what is the signifine of giving int as return type for main()? can't we use void main()?","#include<stdio.h>void main() {int n,square;clrscr() ;printf (""enter the value of n"") ;scanf(""%d"", &n) ;square=n*n;printf (""square=%d"") ;getch() ;}     output is as follows    n= 9    square=81",C-and-Cpp,Functions,"Python-Old-Version, Functions , function call, video tutorial.",0.0
3784,3784,490.0,loops,explain about for loop??,"select course named as ""c and cpp"".select language.go to 12th video for tutorial related for loop.",C-and-Cpp,Loops,"Python, For loop, while loop, break ,continue and pass statements, video tutorial.",0.0
5150,5150,1473.0,registration 4 it club,how to create script in ipython?,can you please elaborate.,Python,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
5148,5148,1441.0,entry and exit control loop concept,sirplease explain the concept of entry and exit control loop in python language,entry controlled loop means condition is checked first and then after body of loop executed.if condition is true loop executes otherwise terminates.ex is for and whilein exit control condition is checked after execution of loop body.so. at least loop body executed once.for ex do...while,Python,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
5146,5146,1441.0,entry and exit control loop concept,sirplease explain the concept of entry and exit control loop in python language,entry controlled loop means condition is checked first and then after body of loop executed.if condition is true loop executes otherwise terminates.ex is for and whilein exit control condition is checked after execution of loop body.so. at least loop body executed once.for ex do...while,Python,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
5144,5144,1439.0,concept of infinite loop,sir please tell us the format of infinite loop,"ex:while true:     print(""hello"")",Python,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
5142,5142,1439.0,concept of infinite loop,sir please tell us the format of infinite loop,"ex:while true:     print(""hello"")",Python,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
5140,5140,1326.0,solution : to get output of range command,"range(20) when entered in ipython console will give you output as same range(20) again. to see the actual numbers type:list(range(20))   it will typecast to list and output will be [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","correct! in python 2.7, we get the list whereas in python3 we need to explicitly do type casting.the solution slide is updated but not yet reflected.",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
5138,5138,1326.0,solution : to get output of range command,"range(20) when entered in ipython console will give you output as same range(20) again. to see the actual numbers type:list(range(20))   it will typecast to list and output will be [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","correct! in python 2.7, we get the list whereas in python3 we need to explicitly do type casting.the solution slide is updated but not yet reflected.",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
4018,4018,1569.0,how to install sage on ubuntu 18.04 lts from downloaded tar file?,i have downloaded sage from official website. i have a tar file in my \r\ndownload folder ubuntu. now how to install sage in my system.please give a step by step procedure.i am a total beginner user of ubuntu.,please follow the steps give here https://help.ubuntu.com/community/sagethanks.,Python,Getting-started-with-sage-notebook,"Python, Sage and Sage notebooks, Sage shell or notebook, Worksheets, Evaluation of cells, Creating and deleting cells, Navigation of cells, Tab completion, Annotations, Using Code for other languages, video tutorial.",0.0
4017,4017,1482.0,sage comand,not able to run sage ,"'sage' is not recognized as an internal or external command,operable program or batch file.this is showing in my terminal and i had installed sage from command prompt also but this message is showing their. please help me out with this asap.",Python,Getting-started-with-sage-notebook,"Python, Sage and Sage notebooks, Sage shell or notebook, Worksheets, Evaluation of cells, Creating and deleting cells, Navigation of cells, Tab completion, Annotations, Using Code for other languages, video tutorial.",0.0
4016,4016,1482.0,sage comand,not able to run sage ,"please provide more details on the issue you are facing. a screenshot or the error log would be more helpful. if you are unable to post the details properly on this platform, i suggest you mail them at pythonsupport@fossee.in. thanks.",Python,Getting-started-with-sage-notebook,"Python, Sage and Sage notebooks, Sage shell or notebook, Worksheets, Evaluation of cells, Creating and deleting cells, Navigation of cells, Tab completion, Annotations, Using Code for other languages, video tutorial.",0.0
