id,uid,category,tutorial,minute_range,second_range,title,body,date_created,date_modified,views,status
491,1152611,OpenFOAM,Generating-Mesh-using-snappyHexMesh,07-08,50-60,Generating Mesh using snappyHexMesh,"hello every one, i ask you for a problem with the zip files downloaded, my command blockMesh work correctly, but it dont work, and show me this message<br><br>Usage: surfaceFeatureExtract [OPTIONS] &lt;surface&gt; &lt;output set&gt;<br>options:<br>&nbsp; -case &lt;dir&gt;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; specify alternate case directory, default i<br>&nbsp; -closeness &lt;scalar&gt;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; span to look for surface closeness<br>&nbsp; -deleteBox &lt;((x0 y0 z0)(x1 y1 z1))&gt;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; remove edges within specified bounding box<br>&nbsp; -featureProximity &lt;scalar&gt;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; distance to look for close features<br>&nbsp; -includedAngle &lt;degrees&gt;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; construct feature set from included angle [<br>&nbsp; -manifoldEdgesOnly<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; remove any non-manifold (open or more than<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; faces) edges<br>&nbsp; -minElem &lt;int&gt;&nbsp;&nbsp;&nbsp; remove features with fewer than the specifi<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; edges<br>&nbsp; -minLen &lt;scalar&gt;&nbsp; remove features shorter than the specified<br><br>&nbsp; -noFunctionObjects<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; do not execute functionObjects<br>&nbsp; -set &lt;name&gt;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; use existing feature set from file<br>&nbsp; -subsetBox &lt;((x0 y0 z0)(x1 y1 z1))&gt;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; remove edges outside specified bounding box<br>&nbsp; -writeObj&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; write extendedFeatureEdgeMesh obj files<br>&nbsp; -writeVTK&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; write extendedFeatureEdgeMesh vtk files<br>&nbsp; -srcDoc&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; display source code in browser<br>&nbsp; -doc&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; display application documentation in browse<br>&nbsp; -help&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; print the usage<br><br>extract and write surface features to file<br><br>Using: OpenFOAM-2.1 (see www.OpenFOAM.org)<br>Build: 2.1-88b2f2ae3a0b<br><br><br><br>--&gt; FOAM FATAL ERROR:<br>Wrong number of arguments, expected 2 found 0<br><br><br>FOAM exiting<br><br>Then the command ""snappyHexMesh -overwrite"" will not work as i hope<br><br>Please help me.<br>",2017-03-28 19:35:07,2020-10-09 22:50:59,1830,1
493,1342244,OpenFOAM,Generating-Mesh-using-snappyHexMesh,07-08,10-20,Error while running SnappyHexMesh command,"I am trying to use snappyHexMesh utility to generate hex meshes. I have generated base mesh using blockMesh command and surfaceFeatureExtract command is also executed correctly on the generated .stl file. <br>However, when I try to execute 'snappyHexMesh -overwrite' command I get the following error<br><br>""Point (x y z) is not inside the mesh or on a face or edge."" <br><br>According to my geometry definition, the mentioned point (x y z) should lie inside the region. What is the cause of this error and how to rectify this problem? &nbsp; <br><br>",2017-04-03 10:33:01,2020-10-09 22:51:24,718,1
494,1152611,OpenFOAM,Generating-Mesh-using-snappyHexMesh,09-10,0-10,Number of cells in mesh does not equal size of cellLevel,"Hello every one, using this tutorial with my OF 2.1 i've got the following issue once i executed the ""snappyHexMesh -overwrite""<br>if you know how to solve it, please help me.<b><br></b><br>// * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * //<br>Create time<br><br>Create mesh for time = 0<br><br>Read mesh in = 1.234 s<br><br>Overall mesh bounding box&nbsp; : (-0.03 -0.03 -0.03) (0.03 0.03 0.01)<br>Relative tolerance&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; : 1e-006<br>Absolute matching distance : 9.38083e-008<br><br>Reading refinement surfaces.<br>Read refinement surfaces in = 0.204 s<br><br>Reading refinement shells.<br>Refinement level 3 for all cells inside refineHole<br>Read refinement shells in = 0 s<br><br>Setting refinement level of surface to be consistent with shells.<br>Checked shell refinement in = 0.125 s<br><br>Reading features.<br>Refinement level 0 for all cells crossed by feature ""flange.eMesh"" (767 points,<br>776 edges).<br>Detected 18 featurePoints out of 767 on feature flange.eMesh<br>Read features in = 0.031 s<br><br><br>Determining initial surface intersections<br>-----------------------------------------<br><br><br><br>--&gt; FOAM FATAL ERROR:<br>Number of cells in mesh:8000 does not equal size of cellLevel:35656<br>This might be because of a restart with inconsistent cellLevel.<br><br>&nbsp;&nbsp;&nbsp; From function hexRef8::getLevel0EdgeLength() const<br>&nbsp;&nbsp;&nbsp; in file polyTopoChange/polyTopoChange/hexRef8.C at line 357.<br><br>FOAM aborting",2017-04-07 21:31:28,2020-10-09 22:52:05,3147,1
495,1345337,C-and-Cpp,First-C-Program,11-12,50-60,About main function,Can we use two main functions in a single program,2017-04-09 15:57:49,2020-10-10 07:55:40,924,1
496,1152611,OpenFOAM,Simulating-Hagen-Poiseuille-flow,06-07,50-60,Problem with the simulation,"Hello all<br><br><b>This is not a question is an advice if you will have problem with you simulation</b><br><br>I had problem, the simulation didnt work correctly because there was a high courant number, using the files downloaded for this case, and i solved it only modificating<br><br>deltaT 1e-06; and the writeInterval 50000;<br><br>but if you dont have a good cpu, or dont know how to use multiple servers, you can spendt several days (up to 7)<br><br>Hope you serve it<br><br>Best regards<br>Manuel Fermin Fonseca",2017-04-09 20:03:08,2020-10-06 18:13:58,674,1
497,1085037,Arduino,Arduino-components-and-IDE,07-08,20-30,Intermediate and advance level are missing,"Till what date you will upload intermediate and advance level.<div>This level will help many student to do excellent in Arduino.</div><div><br></div><div>Yours truly,</div><div>H.Ghuge</div>",2017-04-11 04:27:59,2020-10-06 19:04:58,1365,1
498,1085037,LaTeX,Inside-story-of-Bibliography,0-1,0-10,Audio and video has no relation,Please improve that in every second,2017-04-14 18:16:39,2020-09-30 02:46:59,630,1
499,1274471,Java,Creating-class,01-02,0-10,online test,What is the procedure to attend online test?<div><br></div>,2017-04-20 10:32:30,2020-10-11 05:49:55,1592,1
500,1152611,OpenFOAM,Turbulent-Flow-in-a-Lid-driven-Cavity,06-07,30-40,Courant number,"Hi dear staff, i saw in the video the courant number was over the 1, 3.367 i would like if this number affect the simulation, because i know that the courant number would be less than 1.<div><br></div><div>Thanks you<br><div><br></div><div><br></div></div>",2017-04-25 01:56:21,2020-10-10 04:13:52,1717,1
501,686052,Spoken-Tutorial-Technology,General,None,None,About Fund/Remuneration to college/faculty,"Sir<br><br>&nbsp;&nbsp; There is no <b>Fund/Remuneration </b>released from Govt. of India to <b>colleges/Faculty Coordinator </b>in this project as there is regular involvment of the faculty.<br><br>Regards<br>Abid Hussain<br>",2017-04-25 05:17:53,2020-08-16 07:04:58,228,0
502,401972,OpenFOAM,General,None,None,Natural convection problem regarding the boundary condition,"Good morning sir, i am simulating one problem. i am struggling to give boundary condition for a wall.<br>lefft wall temperature is = (T<sub>h</sub>-(T<sub>h</sub>-T<sub>c</sub>)).y/L,<br>here L is the length of the cavity. Everything is fixed in my problem. T<sub>h</sub> and T<sub>c</sub> represents hot and cold temperatures respectively. How to give y value? for a cavity problem, y varies continuously. Please tell me how to give the above condition. Thank you<br>",2017-04-25 06:46:29,2020-10-09 22:09:48,567,1
503,1381501,DWSIM,Rigorous-Distillation,00-01,0-10,Specifying product streans,"Sir,How can we specify the required composition of distillate and bottom stream in rigorous distillation column without doing a simulation for shortcut distillation column first or is it compulsory to first perform a shortcut distillation simulation to specify it.<div>Thank you for great videos.<br></div><div><br></div>",2017-04-30 11:56:54,2020-10-11 00:15:35,637,1
504,1383653,DWSIM,Creating-a-material-stream-in-DWSIM,03-04,40-50,thermodynamics tab,in my dwsim installation the simulation settings are not as shown in the video am unable to find the thermodynamics tab?<div>and also when i search for components i don't get components present in dwsim by i get components present in Chemsep</div>,2017-05-04 03:54:01,2020-10-09 21:35:46,748,1
505,953894,Advanced-Cpp,General,None,None,related to online test,"How&nbsp;I can gave online test ?????<div>Can you gave me the instructions please ...</div>",2017-05-06 09:40:29,2020-10-10 18:16:06,647,1
506,793702,PHP-and-MySQL,MySQL-Part-1,09-10,50-60,My SQL,"Will anyone suggest me what should be the best alternate for the similar type of SQL functions in a new XAMPP installation, because of the change in the SQL queries especially for XAMPP for Ubuntu?<br>",2017-05-08 08:12:26,2020-10-10 08:46:26,999,1
507,402005,OpenFOAM,General,None,None,regarding mhdfoam,"Good afternoon sir,&nbsp;<div>to add user defined boundary condition , you told me to go through swak4Foam , it was not installing propertly. I am using openfoam 2.4v.</div><div>for my research problem i am using buoyantboussinesqsimplefoam solver, i would like to add mhd. can you please tell me the procedure. Thank you sir.</div>",2017-05-11 11:40:35,2020-10-09 22:07:54,628,1
508,1388390,GChemPaint,General,None,None,"Coloring bond, copy and paste","<div dir=""auto"" style=""color: rgb(0, 0, 0); font-family: sans-serif; font-size: 18.048px;"">I saw tutorials about gchempaint &amp; Bkchem.&nbsp; It was excellent and very useful one for chemistry people. &nbsp;</div><div dir=""auto"" style=""color: rgb(0, 0, 0); font-family: sans-serif; font-size: 18.048px;""><br></div><div dir=""auto"" style=""color: rgb(0, 0, 0); font-family: sans-serif; font-size: 18.048px;"">I want to know how to make the atoms or bond in a molecule to be coloured not as a hole molecule.&nbsp; Is there any option in gchempaint?</div><div dir=""auto"" style=""color: rgb(0, 0, 0); font-family: sans-serif; font-size: 18.048px;"">&nbsp;</div><div dir=""auto"" style=""color: rgb(0, 0, 0); font-family: sans-serif; font-size: 18.048px;"">In Bkchem it is possible to do the above problem. But in Bkchem as well as in Gchempaint, after making a structure, how can I copy and paste it in libre office writer?</div>",2017-05-12 12:48:59,2020-10-11 06:57:00,1174,1
509,1393153,Advance-C,General,None,None,"Research into OSS community, help!","<span style=""color: rgb(17, 17, 17); font-family: &quot;Open Sans&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">Hey guys, I'm a dutch student and fairly new but enormously interested in the Open Source world. Currently I'm doing research into what makes Free Open Source Software so effective. I thought the Advance C topic to be the most logical, because there is no other general forum. If you ever particpated in a OSS project, please help me out with only 5 minutes of your time by filling in my survey on&nbsp;</span><a href=""https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_6XPK8o6wTEA84QJ"" target=""_blank"" rel=""nofollow noreferrer"" style=""background-color: rgb(255, 255, 255); cursor: pointer; color: rgb(243, 99, 34); border-bottom: 1px solid rgb(231, 237, 243); font-weight: 600; font-family: &quot;Open Sans&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_6XPK8o6wTEA84QJ</a><span style=""color: rgb(17, 17, 17); font-family: &quot;Open Sans&quot;, Helvetica, Arial, sans-serif; font-size: 14px;"">&nbsp;. My eternal gratitude!</span>",2017-05-23 12:44:15,2020-10-05 04:01:49,384,0
510,1387830,C-and-Cpp,Function-Call,5-6,0-10,Role of * and &,"Where to use &amp; and Where to use * ? What is the role of these operators?. Why * is not used in C++ as we used in C??<br>",2017-05-24 13:36:09,2020-10-11 02:22:59,644,0
512,1387830,C-and-Cpp,Understanding-Pointers,0-1,0-10,Address of Pointer,Whether pointer is defined by its own address or it stores only memory address ?<br>,2017-05-24 13:52:06,2020-10-09 22:22:58,743,1
513,168048,C-and-Cpp,First-C-Program,11-12,0-10,Certificate,"I am forget to take certificate of online test that is (C and Cpp)... on 19 dec 2014 .... how can i take this certificate ....now..<div>details are</div><div>Institution Name: Mugneeram Bangur Memorial Engineering College, Rajasthan</div><div>Foss: C and Cpp</div><div>Date: Dec. 19, 2014</div><div>Participants Count: 51</div><div>Organiser: Rajesh Purohit</div><div><br></div><div>Student Name Kusum Sankhala</div><div>Thanks in Advance...</div>",2017-05-30 04:05:25,2020-10-09 22:22:34,1034,1
515,1398523,Biogas-Plant,Overview-of-Biogas-Plant-series,09-10,50-60,Bamboo base biogas technology ,"Bamboo base biogas technology do know this technology&nbsp;",2017-06-09 16:20:16,2020-10-06 18:14:21,723,1
516,1085037,LaTeX,Report-Writing,12-13,20-30,Header and Footer,"Header and footer must be added in this tutorial.<br>It is very important while making report<br>Otherwise, the LaTeX spoken tutorial is simple to understand.<br><br>Yours truly,<br>Hemant Goraksh Ghuge<br>S.E. E&amp;TC student<br>G.C.O.E.A.R.A.<br>",2017-06-18 09:24:58,2020-10-09 23:11:05,881,1
517,1346010,Python-3.4.3,Getting-started-with-IPython,10-11,40-50,ipyton and pyton,"<font size=""3""><i>what is the use of using the ipython and python.and what is the difference in using this both nowadays.is there is anyuse in this generation??</i></font>",2017-06-24 03:57:37,2020-10-11 00:07:36,975,1
